bibtex_key;title;author;journal;year;source
Hoffmann201811;The cost of uncertainty in curing epidemics;Hoffmann, J. and Caramanis, C.;SIGMETRICS 2018 - Abstracts of the 2018 ACM International Conference on Measurement and Modeling of Computer Systems;2018;Scopus
Bakdash20182;The future of deception: machine-generated and manipulated images, video, and audio?;Bakdash, J. and Sample, C. and Rankin, M. and Kantarcioglu, M. and Holmes, J. and Kase, S. and Zaroukian, E. and Szymanski, B.;Proceedings - 3rd International Workshop on Social Sensing, SocialSens 2018;2018;Scopus
Ookita2018243;Effective suppression of false rumors in social network service;Ookita, Y. and Fujita, S.;Proceedings - 2017 5th International Symposium on Computing and Networking, CANDAR 2017;2018;Scopus
Flintham2018;Falling for fake news: Investigating the consumption of news via social media;Flintham, M. and Karner, C. and Bachour, K. and Creswick, H. and Gupta, N. and Moran, S.;Conference on Human Factors in Computing Systems - Proceedings;2018;Scopus
Dong2018461;Leveraging Financial Social Media Data for Corporate Fraud Detection;Dong, W. and Liao, S. and Zhang, Z.;Journal of Management Information Systems;2018;Scopus
Boididou201871;Detection and visualization of misleading content on Twitter;Boididou, C. and Papadopoulos, S. and Zampoglou, M. and Apostolidis, L. and Papadopoulou, O. and Kompatsiaris, Y.;International Journal of Multimedia Information Retrieval;2018;Scopus
Dimpas2018276;Filipino and english clickbait detection using a long short term memory recurrent neural network;Dimpas, P.K. and Po, R.V. and Sabellano, M.J.;Proceedings of the 2017 International Conference on Asian Language Processing, IALP 2017;2018;Scopus
Kim2018324;Leveraging the crowd to detect and reduce the spread of fake news and misinformation;Kim, J. and Tabibian, B. and Oh, A. and Schölkopf, B. and Gomez-Rodriguez, M.;WSDM 2018 - Proceedings of the 11th ACM International Conference on Web Search and Data Mining;2018;Scopus
Hu2018261;Listening to chaotic whispers: A deep learning framework for news-oriented Stock trend prediction;Hu, Z. and Liu, W. and Bian, J. and Liu, X. and Liu, T.-Y.;WSDM 2018 - Proceedings of the 11th ACM International Conference on Web Search and Data Mining;2018;Scopus
Chandra201854;Higher education student behaviors in spreading fake news on social media: A case of LINE group;Chandra, Y.U. and Surjandy and Ernawaty;Proceedings of 2017 International Conference on Information Management and Technology, ICIMTech 2017;2018;Scopus
NoAuthor2018;Proceedings of 2017 International Conference on Information Management and Technology, ICIMTech 2017;;Proceedings of 2017 International Conference on Information Management and Technology, ICIMTech 2017;2018;Scopus
Conti20181;It's always April fools' day!: On the difficulty of social network misinformation classification via propagation features;Conti, M. and Lain, D. and Lazzeretti, R. and Lovisotto, G. and Quattrociocchi, W.;2017 IEEE Workshop on Information Forensics and Security, WIFS 2017;2018;Scopus
Baeth201885;Detecting misinformation in social networks using provenance data;Baeth, M.J. and Aktas, M.S.;Proceedings - 2017 13th International Conference on Semantics, Knowledge and Grids, SKG 2017;2018;Scopus
Fontanarava2018658;Feature analysis for fake review detection through supervised classification;Fontanarava, J. and Pasi, G. and Viviani, M.;Proceedings - 2017 International Conference on Data Science and Advanced Analytics, DSAA 2017;2018;Scopus
Prasetijo201845;Hoax detection system on Indonesian news sites based on text classification using SVM and SGD;Prasetijo, A.B. and Isnanto, R.R. and Eridani, D. and Soetrisno, Y.A.A. and Arfan, M. and Sofwan, A.;Proceedings - 2017 4th International Conference on Information Technology, Computer, and Electrical Engineering, ICITACEE 2017;2018;Scopus
Colborne20182588;Identifying and mitigating risks to the quality of open data in the post-truth era;Colborne, A. and Smit, M.;Proceedings - 2017 IEEE International Conference on Big Data, Big Data 2017;2018;Scopus
Dewi2018313;Identification of opinion leader on rumor spreading in online social network Twitter using edge weighting and centrality measure weighting;Dewi, F.K. and Yudhoatmojo, S.B. and Budi, I.;2017 12th International Conference on Digital Information Management, ICDIM 2017;2018;Scopus
Meinert2018484;Is It Really Fake? – Towards an Understanding of Fake News in Social Media Communication;Meinert, J. and Mirbabaie, M. and Dungs, S. and Aker, A.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus
Watney2018496;The legal position of social media intermediaries in addressing fake news;Watney, M.;European Conference on Information Warfare and Security, ECCWS;2018;Scopus
Moin2018439;Framework for rumors detection in social media;Moin, R. and Zahoor-ur-Rehman and Mahmood, K. and Alzahrani, M.E. and Saleem, M.Q.;International Journal of Advanced Computer Science and Applications;2018;Scopus
Wang2018;Cure or Poison? Impact of Identity Verification on the Creation of Fake Posts on Social Media;Wang, S.A. and Pang, M.-S. and Pavlou, P.A.;ICIS 2017: Transforming Society with Digital Innovation;2018;Scopus
Harris2018;Searching for diverse perspectives in news articles: Using an LSTM network to classify sentiment;Harris, C.;CEUR Workshop Proceedings;2018;Scopus
Ying20181;Diffusion source localization in large networks;Ying, L. and Zhu, K.;Synthesis Lectures on Communication Networks;2018;Scopus
Rajendran20181646;Stance-In-Depth Deep Neural Approach to Stance Classification;Rajendran, G. and Chitturi, B. and Poornachandran, P.;Procedia Computer Science;2018;Scopus
Oyelade2018;Machine learning and sentiment analysis: Examining the contextual polarity of public sentiment on malaria disease in social networks;Oyelade, J. and Uwoghiren, E. and Isewon, I. and Oladipupo, O. and Aromolaran, O. and Michael, K.;Proceedings of the 10th International Conference on Bioinformatics and Computational Biology, BICOB 2018;2018;Scopus
NoAuthor2018;CEUR Workshop Proceedings;;CEUR Workshop Proceedings;2018;Scopus
Xu20183;Probabilistic topic and role model for information diffusion in social network;Xu, H. and Wei, J. and Yang, Z. and Ruan, J. and Wang, J.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus
Bhat201777;A unified framework for community structure analysis in dynamic social networks;Bhat, S.Y. and Abulaish, M.;Hybrid Intelligence for Social Networks;2017;Scopus
Granik2017900;Fake news detection using naive Bayes classifier;Granik, M. and Mesyura, V.;2017 IEEE 1st Ukraine Conference on Electrical and Computer Engineering, UKRCON 2017 - Proceedings;2017;Scopus
Tan20172586;Rumor Propagation Analysis Model Inspired by Gravity Theory for Online Social Networks;Tan, Z. and Shi, Y. and Shi, N. and Yang, G. and Wang, X.;Jisuanji Yanjiu yu Fazhan/Computer Research and Development;2017;Scopus
Agrawal20171045;Multimodal detection of fake social media use through a fusion of classification and pairwise ranking systems;Agrawal, T. and Gupta, R. and Narayanan, S.;25th European Signal Processing Conference, EUSIPCO 2017;2017;Scopus
Sirajudeen20174114;Online fake news detection algorithm;Sirajudeen, S.M. and Azmi, N.F.A. and Abubakar, A.I.;Journal of Theoretical and Applied Information Technology;2017;Scopus
Wang2017654;Early Signals of Trending Rumor Event in Streaming Social Media;Wang, S. and Moise, I. and Helbing, D. and Terano, T.;Proceedings - International Computer Software and Applications Conference;2017;Scopus
Zeng2017297;How Social Media Construct “Truth” Around Crisis Events: Weibo's Rumor Management Strategies After the 2015 Tianjin Blasts;Zeng, J. and Chan, C.-H. and Fu, K.-W.;Policy and Internet;2017;Scopus
Ghenai20171371;Health misinformation in search and social media;Ghenai, A.;SIGIR 2017 - Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval;2017;Scopus
Rath2017179;From retweet to believability: Utilizing trust to identify rumor spreaders on twitter;Rath, B. and Gao, W. and Ma, J. and Srivastava, J.;Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017;2017;Scopus
Chua2017;A study of tweet veracity to separate rumours from counter-rumours;Chua, A.Y.K. and Banerjee, S.;ACM International Conference Proceeding Series;2017;Scopus
Sethi2017315;Crowdsourcing the verification of fake news and alternative facts;Sethi, R.J.;HT 2017 - Proceedings of the 28th ACM Conference on Hypertext and Social Media;2017;Scopus
Vosoughi2017;Rumor gauge: Predicting the veracity of rumors on twitter;Vosoughi, S. and Mohsenvand, M. and Roy, D.;ACM Transactions on Knowledge Discovery from Data;2017;Scopus
Tsikerdekis2017;Real-Time Identity Deception Detection Techniques for Social Media: Optimizations and Challenges;Tsikerdekis, M.;IEEE Internet Computing;2017;Scopus
NoAuthor2017;ACM International Conference Proceeding Series;;ACM International Conference Proceeding Series;2017;Scopus
Ghazali20174542;To share or not to share: Tabayyun made possible with MyVeri5;Ghazali, M. and Razak, S.A. and Salleh, M. and Mammi, H.K. and Isnin, I.F.;Advanced Science Letters;2017;Scopus
Novin2017415;Missing information in the classroom and misinformed by the crowd: Developing analytical skills for understanding online controversies;Novin, A.;CHIIR 2017 - Proceedings of the 2017 Conference Human Information Interaction and Retrieval;2017;Scopus
Zubiaga2017109;Exploiting context for rumour detection in social media;Zubiaga, A. and Liakata, M. and Procter, R.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus
Pal2017660;Does KFC sell rat? Analysis of tweets in the wake of a rumor outbreak;Pal, A. and Chua, A.Y.K. and Goh, D.H.-L.;Aslib Journal of Information Management;2017;Scopus
Ireson2017;Football Whispers: Transfer rumour detection;Ireson, N. and Ciravegna, F.;CEUR Workshop Proceedings;2017;Scopus
Janssen2017187;Truth assessment of objective facts extracted from tweets: A case study on world cup 2014 game facts;Janssen, B. and Habib, M. and Van Keulen, M.;WEBIST 2017 - Proceedings of the 13th International Conference on Web Information Systems and Technologies;2017;Scopus
Duong2017125;Provenance-based rumor detection;Duong, C.T. and Nguyen, Q.V.H. and Wang, S. and Stantic, B.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus
Aker201731;Simple open stance classification for rumour analysis;Aker, A. and Derczynski, L. and Bontcheva, K.;International Conference Recent Advances in Natural Language Processing, RANLP;2017;Scopus
Wu201799;Gleaning wisdom from the past: Early detection of emerging rumors in social media;Wu, L. and Li, J. and Hu, X. and Liu, H.;Proceedings of the 17th SIAM International Conference on Data Mining, SDM 2017;2017;Scopus
Ma201767;Detect rumors using time series of social context information on microblogging;Ma, J. and Gao, W. and Wei, Z. and Lu, Y. and Wong, K.-F.;Social Media Content Analysis: Natural Language Processing and Beyond;2017;Scopus
Cresci2017576;Real-world witness detection in social media via hybrid crowdsensing;Cresci, S. and Cimino, A. and Avvenuti, M. and Tesconi, M. and Dell'Orletta, F.;12th International AAAI Conference on Web and Social Media, ICWSM 2018;2017;Scopus
Liu2017407;Do rumors diffuse differently from non-rumors? a systematically empirical analysis in sina weibo for rumor identification;Liu, Y. and Jin, X. and Shen, H. and Cheng, X.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus
Volkova2017290;Identifying effective signals to predict deleted and suspended accounts on Twitter across languages;Volkova, S. and Bell, E.;Proceedings of the 11th International Conference on Web and Social Media, ICWSM 2017;2017;Scopus
Laudy2017623;Rumors detection on social media during crisis management;Laudy, C.;Proceedings of the International ISCRAM Conference;2017;Scopus
20174504366738;Detection of Online Fake News Using N-Gram Analysis and Machine Learning Techniques;Ahmed, Hadeer and Traore, Issa and Saad, Sherif;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;El Compendex
 ISI:000370305000013;"Validating viral marketing strategies in Twitter via agent-based social
simulation";Serrano, Emilio and Iglesias, Carlos A.;EXPERT SYSTEMS WITH APPLICATIONS;2016;ISI Web of Science
Simon2016183;Kidnapping WhatsApp – Rumors during the search and rescue operation of three kidnapped youth;Simon, T. and Goldberg, A. and Leykin, D. and Adini, B.;Computers in Human Behavior;2016;Scopus
Yamak2017219;Automatic detection of multiple account deception in social media;Yamak, Z. and Saunier, J. and Vercouter, L.;Web Intelligence;2017;Scopus
Ma2017245;Content representation for microblog rumor detection;Ma, B. and Lin, D. and Cao, D.;Advances in Intelligent Systems and Computing;2017;Scopus
Pisarevskaya2017191;Rhetorical structure theory as a feature for deception detection in news reports in the Russian language;Pisarevskaya, D.;Komp'juternaja Lingvistika i Intellektual'nye Tehnologii;2017;Scopus
VanDerWalt2017573;Identity deception detection on social media platforms;Van Der Walt, E. and Eloff, J.H.P.;ICISSP 2017 - Proceedings of the 3rd International Conference on Information Systems Security and Privacy;2017;Scopus
Garg201790;Mining credible and relevant news from social networks;Garg, A. and Syal, V. and Gudlani, P. and Patel, D.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus
Karadzhov2017334;We built a fake news & click-bait filter: What happened next will blow your mind!;Karadzhov, G. and Gencheva, P. and Nakov, P. and Koychev, I.;International Conference Recent Advances in Natural Language Processing, RANLP;2017;Scopus
Carchiolo2017149;Post sharing-based credibility network for social network;Carchiolo, V. and Longheu, A. and Malgeri, M. and Mangioni, G. and Previti, M.;Studies in Computational Intelligence;2017;Scopus
Levchuk2017;Using soft-hard fusion for misinformation detection and pattern of life analysis in OSINT;Levchuk, G. and Shabarekh, C.;Proceedings of SPIE - The International Society for Optical Engineering;2017;Scopus
Pang2017438;Misinformation in a riot: A two-step flow view;Pang, N. and Ng, J.;Online Information Review;2017;Scopus
Jamil201733;Towards a headline-based deception detection approach for data veracity in online digital news;Jamil, N.C.E. and Ishak, I. and Sidi, F. and Affendey, L.S.;Journal of Telecommunication, Electronic and Computer Engineering;2017;Scopus
Yao2017793;Online deception detection refueled by real world data collection;Yao, W. and Dai, Z. and Huang, R. and Caverlee, J.;International Conference Recent Advances in Natural Language Processing, RANLP;2017;Scopus
Smith2017877;Young people’s conceptions of political information: Insights into information experiences and implications for intervention;Smith, L.N. and McMenemy, D.;Journal of Documentation;2017;Scopus
Laskowski2017329;A Blockchain-enabled participatory decision support framework;Laskowski, M.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2017;Scopus
NoAuthor2016;ACM International Conference Proceeding Series;;ACM International Conference Proceeding Series;2016;Scopus
Dhar2016;A mathematical model of news propagation on online social network and a control strategy for rumor spreading;Dhar, J. and Jain, A. and K. Gupta, V.;Social Network Analysis and Mining;2016;Scopus
Chang2016;Lifecycle modeling for buzz temporal pattern discovery;Chang, Y. and Yamada, M. and Ortega, A. and Liu, Y.;ACM Transactions on Knowledge Discovery from Data;2016;Scopus
Zhang2016541;Detecting misinformation in online social networks before it is too late;Zhang, H. and Kuhnle, A. and Zhang, H. and Thai, M.T.;Proceedings of the 2016 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2016;2016;Scopus
Jain20162015;Towards automated real-time detection of misinformation on Twitter;Jain, S. and Sharma, V. and Kaushal, R.;2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016;2016;Scopus
Chatterjee20162352;Twitter truths: Authenticating analysis of information credibility;Chatterjee, R. and Agarwal, S.;"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016";2016;Scopus
NoAuthor2016;Proceedings of the International FRUCT Conference on Intelligence, Social Media and Web, ISMW FRUCT 2016;;Proceedings of the International FRUCT Conference on Intelligence, Social Media and Web, ISMW FRUCT 2016;2016;Scopus
Li20161059;Identifying and Profiling Key Sellers in Cyber Carding Community: AZSecure Text Mining System;Li, W. and Chen, H. and Nunamaker, J.F., Jr.;Journal of Management Information Systems;2016;Scopus
Dang201617;What is in a rumour: Combined visual analysis of rumour flow and user activity;Dang, A. and Moh'd, A. and Milios, E. and Minghim, R.;ACM International Conference Proceeding Series;2016;Scopus
Berti-Equille20161418;Scaling up truth discovery;Berti-Equille, L.;2016 IEEE 32nd International Conference on Data Engineering, ICDE 2016;2016;Scopus
Saquib2016;Malicious behavior in online social network;Saquib, S. and Ali, R.;2015 IEEE Workshop on Computational Intelligence: Theories, Applications and Future Directions, WCI 2015;2016;Scopus
Liu201646;Detecting rumors through modeling information propagation networks in a social media environment;Liu, Y. and Xu, S.;IEEE Transactions on Computational Social Systems;2016;Scopus
Lin2016107;Rumor diffusion purpose analysis from social attribute to social content;Lin, D. and Lv, Y. and Cao, D.;Proceedings of 2015 International Conference on Asian Language Processing, IALP 2015;2016;Scopus
Middleton2016;Geoparsing and geosemantics for social media: Spatiotemporal grounding of content propagating rumors to support trust and veracity analysis during breaking news;Middleton, S.E. and Krivcovs, V.;ACM Transactions on Information Systems;2016;Scopus
Ho2016393;Computer-Mediated Deception: Strategies Revealed by Language-Action Cues in Spontaneous Communication;Ho, S.M. and Hancock, J.T. and Booth, C. and Liu, X.;Journal of Management Information Systems;2016;Scopus
Xie2016730;Misinformation detection based on gatekeepers' behaviors in microblog;Xie, B.-L. and Jiang, S.-Y. and Zhou, Y.-M. and Xie, Y. and Li, X.;Jisuanji Xuebao/Chinese Journal of Computers;2016;Scopus
Xu2016236;Scalable Rumor Source Detection under Independent Cascade Model in Online Social Networks;Xu, W. and Chen, H.;Proceedings - 11th International Conference on Mobile Ad-Hoc and Sensor Networks, MSN 2015;2016;Scopus
Dayani2016;Rumor detection in twitter: An analysis in retrospect;Dayani, R. and Chhabra, N. and Kadian, T. and Kaushal, R.;International Symposium on Advanced Networks and Telecommunication Systems, ANTS;2016;Scopus
Kaligotla20163985;An agent based model of spread of competing rumors through online interactions on social media;Kaligotla, C. and Yucesan, E. and Chick, S.E.;Proceedings - Winter Simulation Conference;2016;Scopus
Rajdev201617;Fake and spam messages: Detecting misinformation during natural disasters on social media;Rajdev, M. and Lee, K.;Proceedings - 2015 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2015;2016;Scopus
NoAuthor2016;Proceedings - 2015 12th Web Information System and Application Conference, WISA 2015;;Proceedings - 2015 12th Web Information System and Application Conference, WISA 2015;2016;Scopus
Giasemidis2016185;Determining the veracity of rumours on twitter;Giasemidis, G. and Singleton, C. and Agrafiotis, I. and Nurse, J.R.C. and Pilgrim, A. and Willis, C. and Greetham, D.V.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Pal20161;Reviewing the landscape of research on the threats to the quality of user-generated content;Pal, A. and Chua, A.Y.K.;Proceedings of the Association for Information Science and Technology;2016;Scopus
Lendvai2016;Factuality drift assessment by lexical markers in resolved rumors;Lendvai, P. and Reichel, U.D. and Declerck, T.;CEUR Workshop Proceedings;2016;Scopus
Yang201686;Rumor propagation detection system in social network services;Yang, H. and Zhong, J. and Ha, D. and Oh, H.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Zhang20161076;On robust truth discovery in sparse social media sensing;Zhang, D.Y. and Han, R. and Wang, D. and Huang, C.;Proceedings - 2016 IEEE International Conference on Big Data, Big Data 2016;2016;Scopus
Koohikamali2016166;Rumor and truth spreading patterns on social network sites during social crisis: Big data analytics approach;Koohikamali, M. and Kim, D.J.;Lecture Notes in Business Information Processing;2016;Scopus
Xie2016125;Dynamical behavior of rumor in online social networks;Xie, H. and Yan, Y. and Hou, Y.C.;International Journal of Multimedia and Ubiquitous Engineering;2016;Scopus
Huang2016417;A heuristic method of identifying key microbloggers;Huang, L. and Wang, W. and Chen, X. and Chen, J.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Xie2016483;Gatekeeping behavior analysis for information credibility assessment on weibo;Xie, B. and Wang, Y. and Chen, C. and Xiang, Y.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Guo2016131;Information credibility: A probabilistic graphical model for identifying credible influenza posts on social media;Guo, Q. and Huang, W. and Huang, K. and Liu, X.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Songram2016293;Detecting Thai messages leading to deception on facebook;Songram, P. and Choompol, A. and Thipsanthia, P. and Boonjing, V.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Simpson2016133;Efficient computation of feedback arc set at web-scale;Simpson, M. and Srinivasan, V. and Thomo, A.;Proceedings of the VLDB Endowment;2016;Scopus
Mohammadi2016382;A game-theoretic analysis of deception over social networks using fake avatars;Mohammadi, A. and Manshaei, M.H. and Moghaddam, M.M. and Zhu, Q.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;Scopus
Wang20152709;Detecting rumor patterns in streaming social media;Wang, S. and Terano, T.;Proceedings - 2015 IEEE International Conference on Big Data, IEEE Big Data 2015;2015;Scopus
Chen201515;"Misleading online content: Recognizing clickbait as ""false news""";Chen, Y. and Conroy, N.J. and Rubin, V.L.;WMDD 2015 - Proceedings of the ACM Workshop on Multimodal Deception Detection, co-located with ICMI 2015;2015;Scopus
NoAuthor2015;WMDD 2015 - Proceedings of the ACM Workshop on Multimodal Deception Detection, co-located with ICMI 2015;;WMDD 2015 - Proceedings of the ACM Workshop on Multimodal Deception Detection, co-located with ICMI 2015;2015;Scopus
Kawabe20152354;Tweet credibility analysis evaluation by improving sentiment dictionary;Kawabe, T. and Namihira, Y. and Suzuki, K. and Nara, M. and Sakurai, Y. and Tsuruta, S. and Knauf, R.;2015 IEEE Congress on Evolutionary Computation, CEC 2015 - Proceedings;2015;Scopus
Zhang20151152;Monitor placement to timely detect misinformation in Online Social Networks;Zhang, H. and Alim, M.A. and Thai, M.T. and Nguyen, H.T.;IEEE International Conference on Communications;2015;Scopus
Zou20151586;Mining streaming tweets for real-time event credibility prediction in Twitter;Zou, J. and Fekri, F. and McLaughlin, S.W.;Proceedings of the 2015 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2015;2015;Scopus
Hong2015154;A novel SCNDR rumor propagation model on online social networks;Hong, W. and Gao, Z. and Hao, Y. and Li, X.;2015 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2015;2015;Scopus
Zhou2015983;Real-time news certification system on sina weibo;Zhou, X. and Cao, J. and Jin, Z. and Xie, F. and Su, Y. and Zhang, J. and Chu, D. and Cao, X.;WWW 2015 Companion - Proceedings of the 24th International Conference on World Wide Web;2015;Scopus
Zhao20151395;Enquiring minds: Early detection of rumors in social media from enquiry posts;Zhao, Z. and Resnick, P. and Mei, Q.;WWW 2015 - Proceedings of the 24th International Conference on World Wide Web;2015;Scopus
Appling2015947;Discriminative models for predicting deception strategies;Appling, S. and Briscoe, E. and Hutto, C.J.;WWW 2015 Companion - Proceedings of the 24th International Conference on World Wide Web;2015;Scopus
Bodnar2015636;Increasing the veracity of event detection on social media networks through user trust modeling;Bodnar, T. and Tucker, C. and Hopkinson, K. and Bilen, S.G.;Proceedings - 2014 IEEE International Conference on Big Data, IEEE Big Data 2014;2015;Scopus
Liu2015121;Detecting rumors through modeling information propagation networks in a social media environment;Liu, Y. and Xu, S. and Tourassi, G.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2015;Scopus
Sun2015;A novel rumor diffusion model considering the effect of truth in online social media;Sun, L. and Liu, Y. and Zeng, Q.-A. and Xiong, F.;International Journal of Modern Physics C;2015;Scopus
Luna2015792;Social media in emergency management advances, challenges and future directions;Luna, S. and Pennock, M.;9th Annual IEEE International Systems Conference, SysCon 2015 - Proceedings;2015;Scopus
Lo20153;A content analysis of internet health rumors;Lo, W.-L. and Chiu, M.-H.P.;Journal of Educational Media and Library Sciences;2015;Scopus
Wu2015651;False rumors detection on Sina Weibo by propagation structures;Wu, K. and Yang, S. and Zhu, K.Q.;Proceedings - International Conference on Data Engineering;2015;Scopus
Jin2013;Epidemiological modeling of news and rumors on Twitter;Jin, F. and Dougherty, E. and Saraf, P. and Mi, P. and Cao, Y. and Ramakrishnan, N.;Proceedings of the 7th Workshop on Social Network Mining and Analysis, SNA-KDD 2013;2013;Scopus
Gupta2012153;Evaluating event credibility on twitter;Gupta, M. and Zhao, P. and Han, J.;Proceedings of the 12th SIAM International Conference on Data Mining, SDM 2012;2012;Scopus
NoAuthor2012;ISI 2012 - 2012 IEEE International Conference on Intelligence and Security Informatics: Cyberspace, Border, and Immigration Securities;;ISI 2012 - 2012 IEEE International Conference on Intelligence and Security Informatics: Cyberspace, Border, and Immigration Securities;2012;Scopus
Terpstra2012;Towards a realtime Twitter analysis during crises for operational crisis management;Terpstra, T. and Stronkman, R. and De Vries, A. and Paradies, G.L.;ISCRAM 2012 Conference Proceedings - 9th International Conference on Information Systems for Crisis Response and Management;2012;Scopus
Collard201222;Mobility and information flow: Percolation in a multi-agent model;Collard, M. and Collard, P. and Stattner, E.;Procedia Computer Science;2012;Scopus
Castillo2011675;Information credibility on Twitter;Castillo, C. and Mendoza, M. and Poblete, B.;Proceedings of the 20th International Conference Companion on World Wide Web, WWW 2011;2011;Scopus
Qazvinian20111589;Rumor has it: Identifying misinformation in microblogs;Qazvinian, V. and Rosengren, E. and Radev, D.R. and Mei, Q.;EMNLP 2011 - Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference;2011;Scopus
20182005186934;Locating the epidemic source in complex networks;Xu, Shuaishuai and Zhou, Yinzuo and Zhang, Zike;Proceedings IECON 2017 - 43rd Annual Conference of the IEEE Industrial Electronics Society;2017;El Compendex
20182505344153;Machine learning and sentiment analysis: Examining the contextual polarity of public sentiment on malaria disease in social networks;Oyelade, Jelili and Uwoghiren, Efosa and Isewon, Itunuoluwa and Oladipupo, Olufunke and Aromolaran, Olufemi and Michael, Kingsley;Proceedings of the 10th International Conference on Bioinformatics and Computational Biology, BICOB 2018;2018;El Compendex
20180804827276;Maximizing misinformation restriction within time and budget constraints;Pham, Canh V. and Thai, My T. and Duong, Hieu V. and Bui, Bao Q. and Hoang, Huan X.;Journal of Combinatorial Optimization;2018;El Compendex
Fan20141;Maximizing rumor containment in social networks with constrained time;Fan, L. and Wu, W. and Zhai, X. and Xing, K. and Lee, W. and Du, D.-Z.;Social Network Analysis and Mining;2014;Scopus
20163902854471;Maximizing time-decaying influence in social networks;Ohsaka, Naoto and Yamaguchi, Yutaro and Kakimura, Naonori and Kawarabayashi, Ken-Ichi;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2016;El Compendex
Chang2018;Maximum a Posteriori> Estimation for Information Source Detection;Chang, B. and Chen, E. and Zhu, F. and Liu, Q. and Xu, T. and Wang, Z.;IEEE Transactions on Systems, Man, and Cybernetics: Systems;2018;Scopus
20131116119193;Measuring user credibility in social media;Abbasi, Mohammad-Ali and Liu, Huan;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2013;El Compendex
20181304957866;Media and Information Literacy (MIL) in journalistic learning: Strategies for accurately engaging with information and reporting news;Inayatillah, F.;IOP Conference Series: Materials Science and Engineering;2018;El Compendex
Wang2014570;Media coverage and stock return: An impulse response analysis;Wang, K.Y. and Chen, C.K. and Wei, H.C.;Proceedings - 2014 8th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, IMIS 2014;2014;Scopus
Murata2018955;Methods for influence maximization in dynamic networks;Murata, T. and Koga, H.;Studies in Computational Intelligence;2018;Scopus
Lee2015;Minimizing seed selection for disseminating news with probabilistic coverage guarantee;Lee, Z.Q. and Hsu, W.-J.;ACM International Conference Proceeding Series;2015;Scopus
Kimura20081175;Minimizing the spread of contamination by blocking links in a network;Kimura, M. and Saito, K. and Motoda, H.;Proceedings of the National Conference on Artificial Intelligence;2008;Scopus
Vu2017160;Minimizing the spread of misinformation on online social networks with time and budget constraint;Vu, M.M. and Hoang, H.X.;Proceedings - 2017 9th International Conference on Knowledge and Systems Engineering, KSE 2017;2017;Scopus
Chen2014167;Mining spam accounts with user influence;Chen, K. and Zhu, P. and Xiong, Y.;Proceedings - 2013 International Conference on Information Science and Cloud Computing Companion, ISCC-C 2013;2014;Scopus
